AS0     -Reserved AS-
AS14416 BRAVO-NET - Internet de Nuevo Laredo, S.A de C.V.
AS14417 LANDSTAR - Landstar System Inc
AS14418 DTCC-AS1 - Depository Trust & Clearing Corporation
AS14419 MOSSYOAK - HAAS OUTDOORS, Inc.
AS14420 CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
AS14421 THERAVANCE - Advanced Medicine Inc
AS14422 SIMPLIX - SIMPLIX
AS14423 NOVAC-AS - NOVA CASUALTY COMPANY
AS14424 ANDERINGERSTA - A.N. Deringer, Inc.
AS14425 MENDO-COMMUNITY-NET - Mendocino Community Network
AS14426 MACEWAN - Grant MacEwan University
AS14427 MEDIAQUEST - MediaQuest
AS14428 AS-POMEROY-CORP - Pomeroy
AS14430 BWFN - BalsamWest FiberNET, LLC
AS14431 UCC-INET - Umpqua Community College
AS14432 GREX - NTRC-Grenada
AS14433 SUNY-OSWEGO-ASN - State University of New York - Oswego
AS14434 VIPNAS1 - VI POWERNET, LLC
AS14435 PAA - Plains All American Pipeline, L.P.
AS14436 INTUIT-QDC - Intuit Inc.
AS14437 FLEMING - C&S WHOLESALE GROCERS INC.
AS14438 USA-CHOICE-OIL-CITY - USA CHOICE INTERNET SERVICES,
AS14439 SFBNE - Security First Bank
AS14440 CITONCOMPUTERCORP - Citon Computer Corp
AS14441 NETWORK-SOLUTIONS-14441 - Network Solutions, LLC
AS14442 MEDIA-HOSTS - Media-Hosts Inc.
AS14443 OTS-YOURACCOUNTS - Output Technology Solutions
AS14444 IRESS-INET-02 - IRESS Market Technology Canada LP
AS14445 CASAWORKS-ABQ - CasaWorks, Inc.
AS14446 CNT-ASN - Central Newspapers Technologies Inc.
AS14447 IMTGLOBALTEL - GlobalTel
AS14448 HPU-NC - High Point University
AS14449 BCBSOM - Blue Cross Blue Shield of Montana
AS14450 GEICO01 - GEICO
AS14451 GEICO02 - GEICO
AS14452 CMA-USA - CMA, Inc.
AS14453 AS-AKN - ADVANCED KNOWLEDGE NETWORKS
AS14454 PERIMETER-ESECURITY - Perimeter eSecurity
AS14455 SUNGARD-RECOVERY - Sungard Network Solutions, Inc.
AS14456 PUC-CA - Peterborough Utilities Commission
AS14457 Radins Tecnologia LTDA ME
AS14458 WORLDKITCHEN-1 - World Kitchen, LLC
AS14459 ENTERTAINMENTPARTNERS-AS-A - Entertainment Partners
AS14460 HORIZON - Horizon Media, Inc.
AS14461 NTSL - NET SOLUTIONS
AS14462 IONGEO-ASN - ION Geophysical Corporation
AS14463 TDKOM INFORMATICA LTDA.
AS14464 RINET - Rhode Island Network for Educ. Technology
AS14465 HITN-AS-1 - HITN
AS14466 ARIBA-PGH - Ariba Inc
AS14467 KUA-NET - KUA.net
AS14468 RIDER-UNIVERSITY - Rider University
AS14469 SWISHMAIL - Swishmail
AS14470 BSC-CORP - Boston Scientific Corporation
AS14471 AUTOMATED-MEDIA-INC - Automated Media, Inc.
AS14472 ATRIA - Atria Networks LP.
AS14473 I3ASN1-200E - Inside The Internet, Inc
AS14474 PARISH-COMM-2 - Parish Communications LP
AS14475 SWANK-AUDIO-VISUALS - Swank Audio Visuals
AS14476 HONDACA-AS - HONDA CANADA INC.
AS14477 FLTG - FINGER LAKES TECHNOLOGIES GROUP, INC.
AS14478 IRDETO-SILICON-VALLEY - Irdeto Silicon Valley, Inc.
AS14479 DENHAM-UK-LLP Denham Capital Management UK LLP
AS14480 ONECOM-CTLI - One Communications Corporation
AS14481 BRODARTCO - Brodart Company
AS14482 OVERSEE-DOT-NET - Oversee.net
AS14483 ASN-RCG - Ruane, Cunniff & Goldfarb Inc
AS14485 GAIAONLINE - Gaia Interactive, Inc.
AS14486 OXY-AS - Occidental College
AS14487 WIND-RIVER-INTENET - Wind River Internet
AS14488 SPEECHCYCLE - SpeechCycle, Inc.
AS14489 DENDRITE - DENDRITE INTERNATIONAL INC
AS14490 VIRTELA-CUST-VCASJC1-EXTREME Virtela Communications
AS14491 FGLIFE-AS-NUMBER - Fidelity and Guaranty Life Business Services
AS14492 DATAPIPE - DataPipe, Inc.
AS14493 AOA-AS-NUMBER - American Osteopathic Association
AS14494 EPINIONS - SHOPPING.COM, INC.
AS14495 NASDAQ-OMX-14495 - THE NASDAQ OMX GROUP, INC.
AS14496 AGILENT-AS - Agilent Technologies
AS14497 BITREFINERY-1 - Bit Refinery, LLC
AS14498 DYNETICS - Dynetics, Inc.
AS14499 ALORICA - ALORICA INC
AS14500 GALAXYBROADBAND-01 - Galaxy Broadband Communications Inc.
AS14501 ENTERPRISECOMMUNITY - Enterprise Business Partners, LLC
AS14502 TRAVEL-NET - Travel-Net Communications Inc
AS14503 HOOVERS - Hoover's, Inc.
AS14504 SKYLIGHT-SYSTEMS - Skylight Healthcare Systems
AS14505 ISLC - ISLC, Inc.
AS14506 ASN-OCML-17 - O.S.S. CAPITAL MANAGEMENT LP
AS14507 TASTE-2-ASN - Tastefully Simple
AS14508 VFL-BB-1 - Velocity Futures, LLC
AS14509 AMCINET - AMC Theatres
AS14510 COREEXPRESS - CoreExpress
AS14511 POLAR-COMMUNICATIONS - Polar Communications
AS14512 BENTLEY-AS - Bentley University
AS14513 DMACC - Des Moines Area Community College
AS14514 PHJW - Paul, Hastings, Janofsky & Walker LLP
AS14515 STATENET - Statenet
AS14516 INVESTEC-2
AS14517 REACHONE - ReachONE Internet
AS14518 BIMR-LJ - Sanford-Burnham Medical Research Institute
AS14519 APPLIEDI - Applied Innovations Corporation
AS14520 AS-TBWACDNY - TBWA Chiat Day
AS14521 PACIFIC-LIFE - Pacific Life Insurance Company
AS14522 Satnet
AS14523 LEWISIG-ASN-R01 - Lewis ig, Inc
AS14524 SERCO-NA - SERCO NA
AS14525 TORONTO-UTILITIES - Vertex Data LP
AS14526 CLARIS-NETWORKS - Claris Networks LLC
AS14527 CABELAS - Cabela's Inc.
AS14529 SJU-5600 - Saint Joseph's University
AS14530 MYC-NET - SwitchWorks Technologies Inc.
AS14531 LM-ATL - Lockheed Martin Corporation
AS14532 CBOSS - CBOSS INC
AS14534 SOMERSETMEDICAL-1 - Somerset Medical Center
AS14535 Techtel LMDS Comunicaciones Interactivas S.A.
AS14536 ASN-SOL - sol.net Network Services
AS14537 MOHAWK-INTERNET-AS - Mohawk Internet Technologies
AS14538 HEC-NETWORK - Harrisonburg Electric Commission
AS14539 VLABS - Vantage Labs LLC
AS14540 DIRECTSAT-TV - Direct Sat TV
AS14541 GE-AIRCRAFT-ENGINES GE TSG
AS14542 CALPOP - CALPOP.COM, INC.
AS14543 SRT-ASN - SRT Communications, Inc.
AS14544 RETEK - Retek, Inc.
AS14545 ADR-DRIVING-RECORDS - AMERICAN DRIVING RECORDS, INC.
AS14546 MIDWESTINTER - Midwestern Intermediate Unit IV
AS14547 RPTK - RPTK
AS14548 LISTEN-SF-1 - RealNetworks, Inc.
AS14549 ITC-GLOBAL-LLC - ITC Global
AS14550 MIDDLEBURY-COLLEGE - Middlebury College
AS14551 UUNET-SA - MCI Communications Services, Inc. d/b/a Verizon Business
AS14552 ACS-SOUTHEASTDATACENTER - Affiliated Computer Services, Inc.
AS14553 FACULDADES CATOLICAS
AS14554 FIRSTHOP - FirstHop
AS14555 NO - LAN Associates
AS14556 PTC - Pilot Travel Centers, LLC
AS14557 EGINITY - Eginity, Inc.
AS14558 FASTRETURN - FastReturn
AS14559 BRTCC - Ballard Rural Telephone Cooperative Corporation Inc.
AS14560 Internet Holding S. A.
AS14561 ASSOCIATED-BANK-INTERNET - Associated Bank
AS14562 SHAW-COMMUNICATIONS - Shaw Communications Inc.
AS14563 DATAGRAM-PACIFIC - Datagram, Inc.
AS14564 AS-2515 - Alpine Funds
AS14566 ACS-INTERNET - Affiliated Computer Services
AS14567 SPRINGS - Springs Hosting
AS14568 SIRVA - North American Van Lines
AS14569 HCT-AS - HCT
AS14570 SAT-TEL2 - Satellite Communication Systems, Inc.
AS14571 Internet Group do Brasil SA
AS14573 KEYSPANENERGY-NE1 - Keyspan Energy
AS14574 RTCCOM - RTC COMMUNICATIONS
AS14575 NATURE-MACMILLAN-DATA-CENTER - NATURE AMERICA, INC
AS14576 HOSTING-SOLUTIONS - Hosting Solution Ltd.
AS14577 AS-TBWACDLA - TBWA Chiat Day
AS14578 APSINC - Automatic Payroll Systems, Inc.
AS14579 EDWARDJONES - Edward D. Jones & Co., L.P.
AS14580 REGENTEC - Regeneration Technologies, Inc.
AS14581 GLOBALCAPACITY-AS - Vanco Direct USA, LLC
AS14582 DICKINSON-FINANCIAL-CORPORATION - Dickinson Financial Corporation
AS14583 VITA-VSP-1 - Virginia Information Technologies Agency (VITA)
AS14584 BAKER-AND-TAYLOR - Baker & Taylor, Inc.
AS14585 CIFNET - CIFNet, Inc.
AS14586 ECOP-AS - Electrolux Home Products, Inc.
AS14587 GIANT-CR - Giant, Inc.
AS14588 COMSAT-INTERNATIONAL - Comsat International
AS14589 DIGITALWEST-AS - Digital West Networks, Inc.
AS14590 DESERTSCHOOLS-ASN-1 - Desert Schools Federal Credit Union
AS14591 CFB17-AR - Community First Bank
AS14592 MAKENA - Makena Technologies Inc
AS14593 BRAND-INSTITUTE - Brand Institute, Inc.
AS14594 CONFLUENT - ConfluentASP
AS14595 DISTRIBUTEL-AS14595 - DISTRIBUTEL COMMUNICATIONS LTD.
AS14597 DETM10777 - Duke Energy Trading and Marketing, L.L.C.
AS14598 YCP-ASN - York College of Pennsylvania
AS14599 SPRINT-CHARTER-CONNECTION - Besser Company
AS14600 MXL-PROD - MX Logic, Inc.
AS14601 AAL-ASN - Anchorage Advisors, LLC
AS14602 TELIAX - Teliax, Inc.
AS14603 VSI - Ability Network Inc.
AS14604 DIGITALINSIGHT - Digital Insight Corporation
AS14605 ATS-NET - Advanced Technical Solutions, LLC
AS14606 TRENDWEST - Wyndham Resort Development Corporation
AS14607 OTA - OTA Management LLC
AS14608 AFS-1 - Alaska Fiberstar
AS14609 EQUINIX-CORP-AS - Equinix, Inc.
AS14610 INTEGRAL-AS Integral Development Corp.
AS14611 HARPERCOLLINSPUBLISHERS - HARPER COLLINS PUBLISHERS INC.
AS14612 MAINSTREET-DALLAS-DATACENTER - MainStreet Solutions, Inc.
AS14613 TOCICI - TOCICI LLC
AS14614 STARKEY - Starkey Laboratories, Inc.
AS14615 ROCK-HILL-TELEPHONE - Comporium Communications
AS14616 IBASIS IBASIS INC.
AS14617 GDST-SATCOM - General Dynamics SATCOM Technologies Inc.
AS14618 AMAZON-AES - Amazon.com, Inc.
AS14619 WESTBROOK - Westbrook Partners
AS14620 ITALK - iTalk Global Communications, Inc.
AS14621 NPSNET - National Park Service
AS14622 EXPRESSJET - EXPRESSJET AIRLINES, INC.
AS14623 LCU-NET - Lubbock Christian University
AS14624 PSINet do Brasil S.A.
AS14625 PGA-TOUR - PGA Tour
AS14626 COLUMBIA-HCA - Columbia/HCA Healthcare, Inc.
AS14627 ASVITAL Vitalwerks
AS14628 SMUD-ELECTRIC - Sacramento Municipal Utility District
AS14629 SOLUCIAN - Solucian Networking, L.L.C.
AS14631 EMPIREPAPER-WF - Empire Paper Company
AS14632 BIA30ASN - Brown Advisory
AS14633 GLOBAL-DATA-LINK - Global Data Link, Inc
AS14634 SPINNNET - SpinnNet
AS14635 VERMONT-STUDENT-ASSISTANCE-CORPORATION - Vermont Student Assistance Corporation
AS14636 INTERNAP-BLK4 - Internap Network Services Corporation
AS14637 SBM-ASN - STATER BROS MARKETS
AS14638 LCPR-HSD - Liberty Cablevision of Puerto Rico LTD
AS14639 ALLEGIANCE-AS1 - Allegiance Healthcare Corporation
AS14640 QWIRELESSBB - Q-Wireless, LLC
AS14641 HANNAFORD - Hannaford Bros. Co.
AS14642 MOREWAVE - Morewave Communication Inc.
AS14643 STEWI - STE Wireless Inc.
AS14644 IONCOMPUTER - ION Computer Systems, Inc.
AS14645 AS-CJIS-20 - CJIS-Consortium-20th-Court Administration
AS14646 FRANKLINCOVEY - Franklin Covey Co.
AS14647 NETOS-ASN1 - Network O.S., Inc.
AS14648 RANDFINANCIAL - Rand Financial Services, Inc.
AS14649 NEBS - New England Business Service
AS14650 Núcleo de Inf. e Coord. do Ponto BR - NIC.BR
AS14651 RSLCOMCA-1 - RSL COM Canada Inc.
AS14652 COSTARGROUPASN - COSTAR GROUP
AS14653 5280NETWORKSICGBLOCK1 - 5280 Networks, Inc.
AS14654 WAYPORT - Wayport, Inc.
AS14655 HAMPTONU - Hampton University
AS14656 CHARTER-CENTURYLINK - CENTRIC HEALTH RESOURCES
AS14658 FLHSI - NEBUTEL, INC.
AS14659 ZID-1 - ZiD Internet
AS14661 LAURENTIANU - Laurentian University
AS14662 CSTONE-NET - Cornerstone Systems Inc.
AS14663 TELUS-3 - TELUS MOBILITY
AS14664 IFX NETWORKS COLOMBIA
AS14666 SPIRIT1 - SpiritBank
AS14667 MYLINUXISP-01 - Internet America, Inc.
AS14668 COMCAST-TELECOMM-6 - Comcast Telecommunications, Inc.
AS14669 RGTS-NY - Rockefeller Group Technology Solutions, Inc.
AS14670 SOLAR-VPS - Solar VPS
AS14671 TACONIC - FairPoint Communications
AS14672 CARROLL-NET - Carroll-Net, Inc.
AS14673 INTERNET-MANAGEMENT-CORP - Internet Management Corp
AS14674 Imagenes Digitales S.A.
AS14676 REGUS - Regus Business Center, LLC
AS14677 CLICK-NETWORK - City of Tacoma
AS14678 YAHOO-HILLSBORO - Yahoo
AS14679 WEBMASTER - WebMaster, Incorporated
AS14680 REALE-6 - Auction.com
AS14682 GGS - GGS Information Services
AS14683 WILSHIREASSOCIATESINC - Wilshire Associates Incorporated
AS14684 HICAM - Hitachi Computer Products (AMERICA), Inc.
AS14685 BAC-CFC-CW-CREDIT1 - Bank of America
AS14686 YISI - Double Dog Communications
AS14687 NATIONALLIFE - National Life Insurance Company
AS14688 GVSI - GlobalView Software Inc.
AS14689 ENFUSION-ASN - Enfusion LLC
AS14690 PEORIAUSD11 - Peoria Unified School District
AS14693 BAPTIST-HEALTH-AS - Baptist Health
AS14695 CP-HQ-DTC1 - Cresa Partners, LLC
AS14696 GU-LFTC - GLOBALFOUNDRIES U.S. Inc.
AS14697 SCS-AS - SUPERIOR CENTRAL STATION, INC.
AS14698 GRANDECOM-AS2 - Grande Communications Networks, LLC
AS14699 ASN-EVOLUTION-1 - Evolution Markets
AS14700 RCG-ASN - Ridgefield Capital Group GP, LLC
AS14701 ELEMENTEK - Peak Colo
AS14702 INL-ASN2 - Idaho National Laboratory
AS14703 MAQSNET - MARQUETTE-ADAMS TELEPHONE COOPERATIVE, INC.
AS14704 SURFX - SurfXpress, LLC
AS14705 PCAL2 - PAUL CAPITAL ADVISORS, L.L.C.
AS14706 MBARI-MAIN - Monterey Bay Aquarium Research Institute
AS14707 ABSHOU-ASN - American Bureau of Shipping
AS14708 WebHost Chile S.A.
AS14709 Telefonica Moviles Panama S.A.
AS14710 ASN-CXA-OM-14710-CBS - Cox Communications Omaha, L.L.C.
AS14711 INGERSOLL-IMC - INGERSOLL CUTTING TOOL COMPANY
AS14712 AS-ONESC - One Step Consulting, Inc.
AS14713 SAXON-AS - Saxon Shoes, Inc
AS14714 CONCERT-ASN - CONCERT
AS14715 NICORINC - Nicor Inc.
AS14716 LIGHTHOUSE - Lighthouse.net
AS14717 ECINET EZE Castle Integration Inc.
AS14718 DWR-AS - DESIGN WITHIN REACH
AS14719 MICROSOFT-CORP-BCENTRAL - Microsoft Corporation
AS14720 GAMMANETWORKING-EAST - Gamma Networking Inc.
AS14721 LAYER-7-NETWORKS - Layer 7 Consulting, LLC
AS14722 TELOSHOST - TelosHost
AS14723 ArcelorMittal Sistemas SA
AS14724 PROCARERX - BURGESS INFORMATION SYSTEMS
AS14725 KEMPER-TECHSERVICES - Kemper Insurance Companies
AS14726 TMS-DATA - TMS Data Services, LLC.
AS14727 TECHLINE - Techline
AS14729 TIER1NET - Tier1Net, inc.
AS14730 CAVTEL01 - Cavalier Telephone
AS14732 THESTREET-COM-AS2 - TheStreet.Com
AS14733 AS14733 - Barclays Capital Inc.
AS14734 HEARTLAND-COG - Heartland Council of Governments
AS14735 LZ - Linkzone, Inc.
AS14736 COKCMO - City of Kansas City Missouri
AS14737 CCCOES - Colorado Community College and Occupational Education System
AS14738 DIGIKEY - Digi-Key Corporation
AS14739 SHOWINGTIME01 - Showingtime.com, Inc.
AS14740 INNOVATIONSTECH-CORP - NetServe365, LLC
AS14741 BIZLAND-SD - The Endurance International Group, Inc.
AS14742 INTERNAP-BLOCK-4 - Internap Network Services Corporation
AS14743 INTERNAP-BLOCK-4 - Internap Network Services Corporation
AS14744 INTERNAP-BLOCK-4 - Internap Network Services Corporation
AS14745 INTERNAP-BLOCK-4 - Internap Network Services Corporation
AS14746 NOCTEL - NocTel Communications, Inc.
AS14747 LEE-COUNTY-CC - Lee County Clerk of Courts
AS14748 BIG5CORP - Big 5 Corp.
AS14749 RUSSEPB - Russellville Electric Plant Board
AS14750 SIERRA-TEL-INTERNET - Sierra Tel Internet
AS14751 ONECOM-CVT - One Communications Corporation
AS14752 HOOPBR - Hooper Holmes Inc.
AS14753 UNIVE-80 - Universal Consulting
AS14754 Telgua
AS14755 MHO - Mile High Online
AS14756 ATMOSPHERE-AS - Atmosphere
AS14757 PCM-DCW-HOSTING - PCM Sales, Inc
AS14758 ADVTEL-SOUTH - EATEL
AS14759 Informatica El Corte Ingles
AS14760 MURRAY-STATE-UNIVERSITY - Murray State University
AS14761 SCS-ASN - SCS Financial Services, LLC
AS14762 AMGEN - AMGEN, Inc.
AS14763 STKATE - St. Catherine University
AS14765 TECHE - Computers-N-Service Internet, Inc.
AS14766 UKMAGDIA-BT-YIP - Magnetar Capital LLC
AS14767 IOLANI-ACCESS - 'Iolani School
AS14768 SERVMATIX - Servmatix Inc.
AS14769 i-Solution S.A.
AS14770 NOBLE-USSJC - NOBLE AMERICAS CORP.
AS14771 CITCO-ASN-1 - Citco Technology Management, Inc.
AS14772 UNXCOM - Unx, LLC
AS14773 LANLEB-IU13 - Lancaster Lebanon Intermediate Unit 13
AS14774 WILLIAM-PENN-FOUNDATION - William Penn Foundation
AS14775 KEN-TENN-WIRELESS - Ken-Tenn Wireless LLC
AS14776 INKTOMI-LAWSON - Inktomi Corporation
AS14777 INKTOMI-LAWSON - Inktomi Corporation
AS14778 INKTOMI-LAWSON - Inktomi Corporation
AS14779 INKTOMI-LAWSON - Inktomi Corporation
AS14780 INKTOMI-LAWSON - Inktomi Corporation
AS14781 INKTOMI-LAWSON - Inktomi Corporation
AS14782 MAILCHIMP - MailChimp
AS14783 NUANCE-BURLINGTON - NUANCE COMMUNICATIONS, INC
AS14784 CPR - Computer Products and Resources
AS14785 BCBSVT-DOT8-ASN - BCBSVT
AS14786 GHS - Gwinnett Hospital Systems
AS14787 ASN1GUARD23ATTWINSTAR - Guardian Industries Corp
AS14788 LALLY-MCFARLAND - Lally McFarland & Pantello
AS14789 DONORNETWORK - Donor Network of Arizona
AS14790 CAMERON - Cameron Memorial Community Hospital
AS14791 ASN-CENTRAMEDIA-ISP - Centramedia Incorporated
AS14792 DST-ASN - DST Systems, Inc.
AS14793 API-DIGITAL - API Digital Communications Group, LLC
AS14794 AIRLIANCE - AirLiance Materials, LLC
AS14795 Banco Credito e Inversiones
AS14796 CVC-INTERNET - CVC Internet, LLC
AS14797 QNECTNET - Qnect.net
AS14798 GLOBALTECHNOLOGY - Global Technology Solutions Group, Inc
AS14799 EXP-EC2000 - Experian
AS14800 METRATECH - METRATECH CORP.
AS14801 HPU - Hawaii Pacific University
AS14802 UMPQUABANK - UMPQUA BANK
AS14803 AS-14803 - Nokia, Inc.
AS14805 WESTPOINT-HOME - WestPoint Home, Inc.
AS14807 SHNAC1 - Skyhigh Networks Inc
AS14808 CITY-OF-LUFKIN-TEXAS - City of Lufkin Texas
AS14809 CCINET - CCI Industries, Inc
AS14810 M3-MERIDIANMANAGE - Meridian Billing Management Co
AS14812 CNSX-PRIMARY - CNSX
AS14813 TELEBARBADOS - Tele (Barbados) Inc.
AS14814 TRVNET - Twin Rivers Valley Internet Services, Inc.
AS14816 COM-ASN-HQ-01 - Command Transportation LLC
AS14817 SCL-SHAW - Syncrude Canada Limited
AS14818 CYBERMESA-ASN - Cyber Mesa Computer Systems, Incorporated
AS14819 AMER-COLLEGE-OF-CARD - American College of Cardiology
AS14820 VIRGIN-TECH - Virgin Technologies Inc
AS14821 MBA-EQUINIX-AS - Mortgage Bankers Association of America
AS14822 MSKCC - Memorial Sloan-Kettering Cancer Center
AS14823 INTA - Internet America, Inc.
AS14824 ZYNGA-01 - Zynga Inc.
AS14825 VINS-AS-6 - ViaWest 
AS14826 SURENET-ASN - SureNet Communications Group
AS14827 WSDOT-ASN - Washington State Department of Transportation
AS14828 HBCI-1999TA - Hiawatha Broadband Communication Inc.
AS14829 ASN-IWON - Mindspark Interactive Network, Inc.
AS14830 PFA-BETH-AS-1 - ProFund Advisors LLC
AS14831 LIMORES-134 - LimoRes, Inc.
AS14832 NETWORKUSA - Network USA L.L.C
AS14834 UIS-AS - University of Illinois at Springfield
AS14835 PEAK10-NAS - Peak 10, Inc.
AS14836 CITY-OF-TORONTO - City of Toronto
AS14837 OSCAR-GRUSS-AS - Oscar Gruss & Son Incorporated
AS14838 DEVIANTART - deviantART, Inc.
AS14839 SARCOM - Sarcom, Inc.
AS14840 COMMCORP COMUNICACOES LTDA
AS14841 AIRWAVE - AIRWAVE BROADBAND WIRELESS. INC.
AS14842 BAUD-AS01 - Baudville, Inc.
AS14843 WALLED-NET - 1610851 Ontario Inc.
AS14844 SPECTRAN-AS - Specialized Transportation Inc.
AS14845 Universidad Nacional del Sur
AS14846 CGNOGE - NBC Internet
AS14847 RCG-GLOBAL-SERVICES - RCG Information Technology
AS14848 OCB - Ophthalmic Consultants of Boston (OCB)
AS14849 SCSD-AS - Superior Court of California, County of San Diego
AS14850 PACE-SUBURBAN-BUS - PACE, the suburban bus division of the Region Transportation Authority
AS14851 BANNER-HEALTH-ARIZONA - BANNER HEALTH
AS14852 DCX - DaimlerChrysler Corporation
AS14853 AOL-MTC3 - America Online
AS14854 AOL-MTC2 - America Online
AS14855 AOL-MTC1 - America Online
AS14856 AS-VUDU - VUDU, Inc.
AS14857 FREESCALE-AZ - Freescale Semiconductor, Inc.
AS14858 HISNET - Hanson Information Systems, Inc. / Family Net
AS14859 CAC-ASN - CENTRAL ARIZONA COLLEGE
AS14860 SC2000AS - SMARTCOM TELEPHONE, LLC
AS14861 ISC-GROUP - ISC Group
AS14862 OCEANEERING - Oceaneering International, Inc.
AS14863 CORBAN - Corban University
AS14864 GREENWICH - RBS Securities, Inc. 
AS14865 SUPRACANADA - SUPRA CANADA TECHNOLOGIES LTD
AS14866 VOINETWORKS - Voi Networks Inc.
AS14867 SYNAPSIS COLOMBIA SAS
AS14868 COPEL Telecom S.A.
AS14870 FLEXERA-SC4 - Flexera Software, LLC
AS14871 YOUNG-AMERICA - Young America Corporation
AS14872 YNC - @YourNet Connection, Inc.
AS14873 ATB - Alberta Treasury Branches
AS14874 MEDCENTRAL-MANSFIELD - MedCentral Health System
AS14875 NOVATELASN - NovAtel Inc.
AS14876 DDNET-1 - Data Domain, Inc.
AS14877 PENNREN - KINBER
AS14878 PIXIUS-AS - Pixius Communications, LLC
AS14879 PARIS-AS - PARIS ACCESSORIES INC.
AS14880 TICKETMASTER-NETOPS Ticketmaster Network Operations USA/EU
AS14881 NMG-1 - The Neiman Marcus Group, Inc.
AS14882 QUAD-GRAPHICS - Quad/Graphics Inc.
AS14883 TRACI - TRACI Network Solutions
AS14884 ADVANCEDACCESS - Advanced Access
AS14885 RAND-GRAPHICS - Rand Graphics, Inc.
AS14886 Atos Origin Brasil Ltda
AS14887 NETWORKINSTRUMENTSLLC - Network Instruments, LLC
AS14888 FNNI-AS14888 - First National Bank of Omaha
AS14889 HOU-MUSTANGENG - Mustang Engineering, L.p.
AS14890 HAYBOONET - Haynes and Boone, L.L.P.
AS14891 EACOM - Electronic Arts, Inc.
AS14893 CHS-MI - Covenant Medical Center, Inc.
AS14895 LAWSON-SOFTWARE - Lawson Software
AS14896 CSNOC - Computer Solutions
AS14897 PKS-INVESTMENTS - Purshe Kaplan Sterling Investments, Inc.
AS14898 ODINTERNET - Office Depot
AS14899 MOBILEXUSA - MobilexUSA
AS14900 FREECLEAR - Free & Clear, Inc.
AS14901 TAOSNET-NEWMEX - TAOS NET LLC
AS14902 AS-ACTIV - ACTIV Financial Systems, Inc.
AS14903 PILOT-CATASTROPHE - Pilot Catastrophe Services, Inc.
AS14904 IBMCCH-RTP - IBM
AS14905 EMBARQ-CHVL - Embarq Corporation
AS14906 EMUSIC - eMusic.com Inc.
AS14907 WIKIMEDIA Wikimedia US network
AS14908 MAAXB - MAAX Bath Inc.
AS14909 PNG-TELECOM - PowerNet Global Communications
AS14910 EMBARQ-FTMY - Embarq Corporation
AS14911 TMGAS - Taylor Made Golf Company, Inc.
AS14912 IBMCCH-SBY - IBM
AS14913 MEDIA-NEWS-GROUP - MEDIA NEWS GROUP
AS14914 SYMBIOTIX-LEX - Symbiotix, Inc.
AS14915 FDBS-BCS - Financial Database Services
AS14916 SUNGARDAS - SunGard Availability Services
AS14917 FBS-NET - Future Business Solutions, Inc.
AS14918 UNISERVE-EAST - Uniserve On Line
AS14919 NETLEDGER - NetLedger, Inc.
AS14920 BPOP - Banco Popular
AS14921 EMBARQ-HDRV - Embarq Corporation
AS14922 IPSOFT-US-ASN1 - IPsoft
AS14923 AS-COMNET-14923 - COMNET
AS14924 NAP-PAIX-VA1 - Merit Network Inc.
AS14925 DELTA - Delta Air Lines
AS14926 IBMCCH-MIL - IBM
AS14927 CREATIVELABS - Creative Labs, Inc.
AS14928 ADAMS-CATV - Adams CATV, Inc
AS14929 VITELITY - Vitelity, LLC
AS14930 ALLANT-GROUP - The Allant Group
AS14931 STA-AS - The St. Paul Travelers Companies, Inc.
AS14932 ISC - ISC
AS14933 LONDONCONNECT - London Hydro
AS14934 UNAVC-AS - UNAVCO
AS14935 MONTICELLO - Monticello Networks, Inc.
AS14936 CUP-WN - Cambridge University Press
AS14937 DOCUMENT-SYSTEMS - Document Systems, Inc.
AS14938 BET-AS - Bullseye Telecom
AS14939 THRES - THRESHOLD COMMUNICATIONS,INC.
AS14940 LIGO-ANYCASTED-SERVICES - LIGO Livingston Observatory
